,Name,Model_Num,N_models,Num_features,Distance_Num,Phi_Val
0,direct_search_5000_10000_15000_20000,0,250,5000,1211,-0.6015464067459106
1,direct_search_5000_10000_15000_20000,1,250,5000,3003,2.5446417331695557
2,direct_search_5000_10000_15000_20000,2,250,5000,1615,0.3234066963195801
3,direct_search_5000_10000_15000_20000,3,250,5000,5000,0.811933159828186
4,direct_search_5000_10000_15000_20000,4,250,5000,572,1.5198724269866943
5,direct_search_5000_10000_15000_20000,5,250,5000,3028,1.4353835582733154
6,direct_search_5000_10000_15000_20000,6,250,5000,2503,2.6178438663482666
7,direct_search_5000_10000_15000_20000,7,250,5000,3669,0.8812078237533569
8,direct_search_5000_10000_15000_20000,8,250,5000,565,1.3005452156066895
9,direct_search_5000_10000_15000_20000,9,250,5000,206,0.40144363045692444
10,direct_search_5000_10000_15000_20000,10,250,5000,1713,1.7804006338119507
11,direct_search_5000_10000_15000_20000,11,250,5000,2265,-0.5990986227989197
12,direct_search_5000_10000_15000_20000,12,250,5000,143,-0.41676458716392517
13,direct_search_5000_10000_15000_20000,13,250,5000,164,0.1441534012556076
14,direct_search_5000_10000_15000_20000,14,250,5000,315,0.7734847664833069
15,direct_search_5000_10000_15000_20000,15,250,5000,213,0.3424255847930908
16,direct_search_5000_10000_15000_20000,16,250,5000,4267,1.2493128776550293
17,direct_search_5000_10000_15000_20000,17,250,5000,72,0.29407745599746704
18,direct_search_5000_10000_15000_20000,18,250,5000,3576,1.7031996250152588
19,direct_search_5000_10000_15000_20000,19,250,5000,20,-0.12049442529678345
20,direct_search_5000_10000_15000_20000,20,250,5000,2,0.06803160905838013
21,direct_search_5000_10000_15000_20000,21,250,5000,7,-0.13029342889785767
22,direct_search_5000_10000_15000_20000,22,250,5000,5000,-0.9682086706161499
23,direct_search_5000_10000_15000_20000,23,250,5000,14,-0.06553340703248978
24,direct_search_5000_10000_15000_20000,24,250,5000,1798,0.796502947807312
25,direct_search_5000_10000_15000_20000,25,250,5000,1651,-2.5195438861846924
26,direct_search_5000_10000_15000_20000,26,250,5000,3301,0.5109100937843323
27,direct_search_5000_10000_15000_20000,27,250,5000,1253,-0.8836784362792969
28,direct_search_5000_10000_15000_20000,28,250,5000,92,-0.1882505863904953
29,direct_search_5000_10000_15000_20000,29,250,5000,1421,1.0399161577224731
30,direct_search_5000_10000_15000_20000,30,250,5000,3189,-1.8322663307189941
31,direct_search_5000_10000_15000_20000,31,250,5000,496,-0.6574728488922119
32,direct_search_5000_10000_15000_20000,32,250,5000,237,-0.8778006434440613
33,direct_search_5000_10000_15000_20000,33,250,5000,820,-1.1686651706695557
34,direct_search_5000_10000_15000_20000,34,250,5000,286,1.4566826820373535
35,direct_search_5000_10000_15000_20000,35,250,5000,5000,-0.5406412482261658
36,direct_search_5000_10000_15000_20000,36,250,5000,20,0.12631091475486755
37,direct_search_5000_10000_15000_20000,37,250,5000,230,-1.014127492904663
38,direct_search_5000_10000_15000_20000,38,250,5000,1145,0.11724330484867096
39,direct_search_5000_10000_15000_20000,39,250,5000,1701,1.581708312034607
40,direct_search_5000_10000_15000_20000,40,250,5000,1681,1.5089188814163208
41,direct_search_5000_10000_15000_20000,41,250,5000,3780,0.951977014541626
42,direct_search_5000_10000_15000_20000,42,250,5000,92,-0.2564461827278137
43,direct_search_5000_10000_15000_20000,43,250,5000,3060,-1.6915123462677002
44,direct_search_5000_10000_15000_20000,44,250,5000,1562,-1.0500484704971313
45,direct_search_5000_10000_15000_20000,45,250,5000,767,-1.8743910789489746
46,direct_search_5000_10000_15000_20000,46,250,5000,5000,1.575368046760559
47,direct_search_5000_10000_15000_20000,47,250,5000,3644,-2.447493076324463
48,direct_search_5000_10000_15000_20000,48,250,5000,2191,0.9610796570777893
49,direct_search_5000_10000_15000_20000,49,250,5000,120,1.1819489002227783
50,direct_search_5000_10000_15000_20000,50,250,5000,302,0.24812819063663483
51,direct_search_5000_10000_15000_20000,51,250,5000,53,0.45282915234565735
52,direct_search_5000_10000_15000_20000,52,250,5000,684,-1.5350830554962158
53,direct_search_5000_10000_15000_20000,53,250,5000,2739,2.0364737510681152
54,direct_search_5000_10000_15000_20000,54,250,5000,4634,-0.3615504205226898
55,direct_search_5000_10000_15000_20000,55,250,5000,100,-0.38269954919815063
56,direct_search_5000_10000_15000_20000,56,250,5000,5000,-2.1276257038116455
57,direct_search_5000_10000_15000_20000,57,250,5000,1129,-0.6816840767860413
58,direct_search_5000_10000_15000_20000,58,250,5000,748,0.4572496712207794
59,direct_search_5000_10000_15000_20000,59,250,5000,236,-0.5555755496025085
60,direct_search_5000_10000_15000_20000,60,250,5000,356,1.3406318426132202
61,direct_search_5000_10000_15000_20000,61,250,5000,207,-0.12515930831432343
62,direct_search_5000_10000_15000_20000,62,250,5000,1280,0.46740853786468506
63,direct_search_5000_10000_15000_20000,63,250,5000,3539,2.1410067081451416
64,direct_search_5000_10000_15000_20000,64,250,5000,7,0.14123044908046722
65,direct_search_5000_10000_15000_20000,65,250,5000,310,0.6622216105461121
66,direct_search_5000_10000_15000_20000,66,250,5000,3236,0.8713215589523315
